area,source,year,common_name,sex,age,length,gear
GOA,RACEBASE,2015,big skate,M,8,125,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,113,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,6,97,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,135,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,10,130,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,5,82,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,131,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,4,89,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,6,97,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,103,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,7,97,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,6,109,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,1,39,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,1,37,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,5,67,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,5,82,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,112,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,5,107,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,4,93,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,11,181,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,130,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,145,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,134,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,6,120,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,133,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,136,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,6,92,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,4,98,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,10,164,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,142,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,137,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,188,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,128,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,111,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,5,86,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,5,117,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,108,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,6,104,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,124,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,113,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,8,138,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,7,113,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,149,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,6,139,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,146,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,126,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,154,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,170,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,154,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,133,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,152,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,163,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,179,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,10,179,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,11,179,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,4,86,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,7,101,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,5,76,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,7,134,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,6,95,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,7,122,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,116,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,113,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,168,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,8,119,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,157,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,11,129,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,6,130,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,4,81,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,150,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,166,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,12,185,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,13,174,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,4,71,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,5,98,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,6,157,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,168,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,5,108,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,3,83,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,138,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,10,149,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,163,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,145,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,8,123,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,7,94,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,13,130,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,123,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,11,156,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,6,110,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,7,105,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,8,101,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,10,123,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,10,134,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,8,145,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,9,173,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,F,11,152,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,2,56,AFSC bottom trawl survey
GOA,RACEBASE,2015,big skate,M,9,123,AFSC bottom trawl survey
WOC,NORPAC,2007,spiny dogfish,F,13,48,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,12,42,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,11,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,45,88,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,37,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,32,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,5,34,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,17,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,32,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,11,47,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,33,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,43,71,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,42,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,31,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,24,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,13,43,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,4,34,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,53,96,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,12,35,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,26,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,12,43,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,26,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,42,65,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,38,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,32,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,20,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,24,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,4,49,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,8,52,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,48,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,8,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,18,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,8,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,12,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,48,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,49,71,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,81,95,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,67,98,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,28,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,39,68,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,9,43,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,11,45,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,37,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,6,44,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,25,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,29,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,25,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,39,92,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,31,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,45,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,25,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,39,69,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,13,47,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,31,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,4,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,60,78,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,43,65,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,14,47,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,20,52,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,56,92,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,64,111,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,20,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,53,100,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,23,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,13,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,21,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,27,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,48,77,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,59,102,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,54,66,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,49,74,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,37,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,43,84,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,25,45,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,26,48,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,47,87,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,4,48,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,48,75,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,50,89,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,33,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,34,73,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,31,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,21,47,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,45,99,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,51,102,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,25,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,56,108,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,5,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,11,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,8,50,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,52,91,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,5,37,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,9,41,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,33,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,36,64,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,66,72,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,68,73,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,49,73,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,49,92,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,35,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,54,74,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,39,60,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,62,70,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,61,89,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,31,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,53,78,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,71,94,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,45,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,26,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,24,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,21,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,25,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,34,66,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,54,105,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,35,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,30,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,42,68,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,7,33,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,10,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,17,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,21,48,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,37,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,19,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,8,37,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,9,36,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,10,38,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,8,44,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,43,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,19,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,42,65,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,23,52,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,21,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,30,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,16,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,14,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,64,91,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,12,41,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,23,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,55,98,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,42,74,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,10,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,8,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,37,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,33,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,50,96,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,44,70,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,29,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,16,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,42,68,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,29,60,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,41,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,31,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,54,93,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,43,94,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,6,39,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,45,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,8,47,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,21,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,50,97,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,8,40,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,43,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,5,41,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,44,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,50,95,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,35,79,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,34,74,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,46,102,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,33,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,14,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,41,70,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,32,91,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,8,49,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,27,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,16,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,29,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,23,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,11,45,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,12,52,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,49,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,47,71,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,6,42,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,11,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,16,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,33,67,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,25,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,25,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,53,71,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,33,60,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,41,97,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,10,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,22,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,23,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,50,115,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,52,93,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,9,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,33,70,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,21,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,6,49,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,19,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,44,102,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,44,85,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,26,71,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,41,77,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,45,78,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,43,71,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,10,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,40,79,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,27,54,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,26,62,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,23,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,48,77,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,26,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,17,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,8,56,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,28,70,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,12,42,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,23,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,9,46,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,27,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,16,94,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,50,85,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,52,105,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,47,94,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,46,95,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,6,43,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,8,47,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,15,50,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,30,64,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,5,44,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,35,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,6,35,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,28,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,22,61,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,21,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,24,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,42,76,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,19,50,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,24,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,5,40,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,7,45,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,30,66,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,29,63,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,31,57,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,7,51,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,45,90,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,31,59,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,24,52,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,54,78,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,48,66,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,26,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,24,55,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,44,72,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,88,100,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,23,53,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,M,30,58,Pelagic trawl fishery
WOC,NORPAC,2007,spiny dogfish,F,6,43,Pelagic trawl fishery
